critic,fresh,imdb,publication,quote,review_date,rtid,title
Liam Lacey,rotten,182789,Globe and Mail,"It's one thing to ask an audience to love a mechanical man, but quite another to love a mechanical performance.",2002-03-19,2828,Bicentennial Man
Ben Falk,rotten,182789,BBC.com,"The worst kind of movie -- one with no direction, no identity, and above all no heart.",2001-04-17,2828,Bicentennial Man
David L. Beck,fresh,182789,San Jose Mercury News,A likable movie.,2000-01-01,2828,Bicentennial Man
Bob Campbell,fresh,182789,Houston Chronicle,"Bicentennial Man's heart may be synthetic, but it beats strongly, nonetheless.",2000-01-01,2828,Bicentennial Man
Steve Murray,rotten,182789,Atlanta Journal-Constitution,"This tin man has a heart, but his movie needs a pulse.",2000-01-01,2828,Bicentennial Man
Jay Carr,rotten,182789,Boston Globe,A male fantasy with artificial intelligence.,2000-01-01,2828,Bicentennial Man
Cody Clark,rotten,182789,Mr. Showbiz,So coldly calculated it could give you frostbite.,2000-01-01,2828,Bicentennial Man
Al Brumley,rotten,182789,Dallas Morning News,Mr. Williams latches onto every cheap laugh he can find.,2000-01-01,2828,Bicentennial Man
Jessica Winter,rotten,182789,Village Voice,An underfunded inventor makes enough snide asides about 'relentlessly unfashionable android technology' that you half expect Williams to start speechifying about the merits of cloning.,2000-01-01,2828,Bicentennial Man
Michael Wilmington,rotten,182789,Chicago Tribune,"Bicentennial Man has heart, but lacks bite.",2000-01-01,2828,Bicentennial Man
Peter Howell,rotten,182789,Toronto Star,It's frequently witless and entirely lacks conviction.,2000-01-01,2828,Bicentennial Man
Jay Boyar,rotten,182789,Orlando Sentinel,Lacks urgency.,2000-01-01,2828,Bicentennial Man
James Berardinelli,rotten,182789,ReelViews,"By relegating the story to a disappointing level of superficiality and never attempting to venture more than skin-deep into some intriguing themes, Bicentennial Man comes across like recycled, diluted Star Trek.",2000-01-01,2828,Bicentennial Man
Stephen Holden,fresh,182789,New York Times,[Robin William's] most grandiose holiday greeting yet.,2000-01-01,2828,Bicentennial Man
Tom Keogh,fresh,182789,Film.com,Part of the deep appeal of this film is its undercurrent of yearning beneath surface ironies.,2000-01-01,2828,Bicentennial Man
Todd McCarthy,fresh,182789,Variety,"An ambitious tale handled in a dawdling, sentimental way.",2000-01-01,2828,Bicentennial Man
Ted Shen,fresh,243585,Chicago Reader,"The film is fairly formulaic, though some of its puns and wisecracks are hilarious, especially those delivered by the Littles' lazy and cynical Persian cat.",2012-08-14,2829,Stuart Little 2
,rotten,243585,Time Out,"The plot, however, is both shabbier and less emotionally involving than its predecessor.",2006-02-09,2829,Stuart Little 2
Peter Bradshaw,fresh,243585,Guardian,"It's painful to admit it, but the tiny, perky FX mouse in jeans and sweater once again carries the summer's most enjoyable kids' movie.",2002-08-03,2829,Stuart Little 2
Ed Park,fresh,243585,Village Voice,"When Stuart tells Margolo that her wing is as good as new, she demurs, then appears to allude to the relative merits of SL2 and its cloying predecessor: 'It's much, much better.'",2002-07-23,2829,Stuart Little 2
Richard Roeper,fresh,243585,Ebert & Roeper,At 78 minutes it just zings along with vibrance and warmth.,2002-07-22,2829,Stuart Little 2
Desson Thomson,fresh,243585,Washington Post,This is all the stuff that was so watchable the first time. Done over. But at least it's nonlethal entertainment.,2002-07-19,2829,Stuart Little 2
Ann Hornaday,fresh,243585,Washington Post,"The world of Stuart Little is a wonderful thing to snuggle into, as full of heart and pep and innocence as the title character himself.",2002-07-19,2829,Stuart Little 2
Daphne Gordon,fresh,243585,Toronto Star,"A simple, charming little movie that's fit for both kids and parents.",2002-07-19,2829,Stuart Little 2
Ted Fry,fresh,243585,Seattle Times,"This installment is a much bigger Little adventure with all the ingredients of the heartwarming original -- excitement, humor, awesome computer graphics -- thrust into high gear.",2002-07-19,2829,Stuart Little 2
Mick LaSalle,fresh,243585,San Francisco Chronicle,[Stuart is] like every beloved pet we ever wished we could talk to.,2002-07-19,2829,Stuart Little 2
Gene Seymour,rotten,243585,Newsday,"As immaculate as Stuart Little 2 is, it could be a lot better if it were, well, more adventurous.",2002-07-19,2829,Stuart Little 2
Lou Lumenick,rotten,243585,New York Post,Has a lot more stupid action -- and a lot less heart -- than the character-driven original.,2002-07-19,2829,Stuart Little 2
Bruce Westbrook,fresh,243585,Houston Chronicle,It reminds us that Nathan Lane is the best show stealer in show business.,2002-07-19,2829,Stuart Little 2
Susan Stark,fresh,243585,Detroit News,"Like the hugely successful first film, the sequel provides pleasant, engaging if largely disposable entertainment for the general audience.",2002-07-19,2829,Stuart Little 2
John Monaghan,fresh,243585,Detroit Free Press,"This follow-up to the 1999 family hit knows exactly what its audience wants -- action, charm and eye-popping visuals.",2002-07-19,2829,Stuart Little 2
Steven Rosen,fresh,243585,Denver Post,Significantly better than its 2002 children's-movie competition.,2002-07-19,2829,Stuart Little 2
Ty Burr,rotten,243585,Boston Globe,"An overcalculated, up-to-the-minute kid flick that buries the book's mysteries under a pile of noise, misguided action sequences, and product placements for the PlayStation 2.",2002-07-19,2829,Stuart Little 2
Jennie Punter,fresh,243585,Globe and Mail,"Vacillating between sappy and snappy, Stuart Little 2 is featherweight family fare, perfectly timed for viewers with short attention spans.",2002-07-19,2829,Stuart Little 2
Stephanie Zacharek,fresh,243585,Salon.com,"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure, but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is.",2002-07-19,2829,Stuart Little 2
Jonathan Rosenbaum,fresh,175880,Chicago Reader,A wonderful mess.,2008-04-28,2832,Magnolia
Andrew Sarris,rotten,175880,Observer,What this film may have needed to get on its feet is some honest-to-goodness violence.,2007-04-27,2832,Magnolia
Derek Adams,fresh,175880,Time Out,One of the most enthralling and exhilarating American movies in ages.,2006-06-24,2832,Magnolia
Jeff Millar,fresh,175880,Houston Chronicle,All the work is top-notch.,2005-07-21,2832,Magnolia
Liam Lacey,fresh,175880,Globe and Mail,"You don't have to like everything [Anderson] does, but if you enjoy seeing the walls rattled and the roof raised in the Hollywood citadel, you've got to love it.",2002-03-22,2832,Magnolia
David Edelstein,fresh,175880,Slate,You could spend three hours snickering at Anderson's 'What the World Needs Now Is Aimee Mann' metaphysic. But his vision cuts deeper than a lot of folky bathos.,2002-01-15,2832,Magnolia
Peter Travers,fresh,175880,Rolling Stone,Magnolia makes it three-for-three for writer and director Paul Thomas Anderson,2001-05-10,2832,Magnolia
Kevin Maynard,fresh,175880,Mr. Showbiz,"Standout performances include those given by Waters, Reilly, and especially Tom Cruise, ferociously alive after sleepwalking through that Kubrick movie.",2000-01-01,2832,Magnolia
Charlie McCollum,fresh,175880,San Jose Mercury News,A fascinating film from a director of great skill and even greater promise.,2000-01-01,2832,Magnolia
Emanuel Levy,fresh,175880,Variety,A remarkably inventive and audacious film.,2000-01-01,2832,Magnolia
Jami Bernard,rotten,175880,New York Daily News,Too lengthy and jangled to properly serve Anderson's purpose.,2000-01-01,2832,Magnolia
Paul Tatara,rotten,175880,CNN.com,Sprawling mess of a film.,2000-01-01,2832,Magnolia
Susan Stark,rotten,175880,Detroit News,Those willing to wait will find ample reward here. Those who want and expect prompt gratification will find an invitation to walk out at some point during the first 90 minutes of the picture.,2000-01-01,2832,Magnolia
Peter Rainer,rotten,175880,New York Magazine/Vulture,I wish I could join in the chorus of praise...,2000-01-01,2832,Magnolia
Charles Taylor,rotten,175880,Salon.com,Anderson was better off dealing with what goes into the mouths of babes than what comes out of them.,2000-01-01,2832,Magnolia
James Berardinelli,fresh,175880,ReelViews,Those who 'get' the film are in for something that ranks as more of a cinematic experience than a mere movie.,2000-01-01,2832,Magnolia
Kenneth Turan,fresh,175880,Los Angeles Times,An impressive piece of work with some fine acting that makes holding our interest for three-plus hours seem easy.,2000-01-01,2832,Magnolia
Desson Thomson,rotten,175880,Washington Post,"Anderson considers himself an actor's director, but he's something far less romantic: a star-struck enabler.",2000-01-01,2832,Magnolia
Roger Ebert,fresh,175880,Chicago Sun-Times,"Magnolia is operatic in its ambition, a great, joyous leap into melodrama and coincidence, with ragged emotions, crimes and punishments, deathbed scenes, romantic dreams, generational turmoil and celestial intervention, all scored to insistent music.",2000-01-01,2832,Magnolia
J. Hoberman,fresh,175880,Village Voice,Nearly as impressive as Anderson's rapport with his actors is his use of parallel action to juggle their performances.,2000-01-01,2832,Magnolia
Lisa Schwarzbaum,fresh,119079,Entertainment Weekly,Onegin is as pretty a picture as anyone could want of a Russian lit-flick ...,2011-09-07,2833,Onegin
Derek Elley,fresh,119079,Variety,The heart of Pushkin's celebrated classic pumps firm and full in debuting director Martha Fiennes' richly textured pic version.,2008-06-17,2833,Onegin
,fresh,119079,Time Out,"Even if grand pathos isn't achieved, Martha Fiennes makes a brave and welcome stab at it.",2006-01-26,2833,Onegin
Dennis Lim,rotten,119079,Village Voice,"Unable to capture either its wit, psychological acuity, or formal rigor, the movie essentially reduces the schematic, seesaw narrative to doomy clichs.",2000-01-01,2833,Onegin
Roger Ebert,rotten,119079,Chicago Sun-Times,"There is a cool, mannered elegance to the picture that I like, but it's dead at its center.",2000-01-01,2833,Onegin
Mick LaSalle,rotten,119079,San Francisco Chronicle,"The film's only real flaw -- alas, a substantial one -- is that its pace is too deliberate and gets more deliberate as it goes along.",2000-01-01,2833,Onegin
Roger Ebert,rotten,174204,Chicago Sun-Times,Simpatico is a long slog through perplexities and complexities that disguise what this really is: the kind of B-movie plot that used to clock in at 75 minutes on the bottom half of a double bill.,2001-02-14,2834,Simpatico
Dennis Harvey,fresh,174204,Variety,Warchus' accomplished handling and the stars' flavorful performances lend Simpatico a bittersweet grace.,2000-01-01,2834,Simpatico
Charles Taylor,fresh,174204,Salon.com,Warchus seems as at ease with the complexity of the style as he is with directing actors.,2000-01-01,2834,Simpatico
Michael Atkinson,rotten,174204,Village Voice,"It's a shame Nolte and Bridges weren't cast as brothers, because the two have similar rumpled-suede faces and irritated-bark delivery.",2000-01-01,2834,Simpatico
Michael Wilmington,fresh,174204,Chicago Tribune,"Improbabilities and all, Simpatico still boasts wonderful scenes and a cast that is truly superb.",2000-01-01,2834,Simpatico
Jane Sumner,rotten,174204,Dallas Morning News,First-time feature director Matthew Warchus can't keep the plot from bewildering and even distancing the viewer.,2000-01-01,2834,Simpatico
Richard T. Jameson,rotten,174204,Mr. Showbiz,"Although the central offense of the past is certainly sordid enough, it's not terribly interesting, and no laborious montage can alter that.",2000-01-01,2834,Simpatico
Jeff Millar,rotten,174204,Houston Chronicle,Stone doesn't show up until the film is half over and seems to be trying rather hard to make up for the lost time.,2000-01-01,2834,Simpatico
James Berardinelli,rotten,174204,ReelViews,"Instead of permitting its characters to be developed naturally, Simpatico manipulates them to fulfill the needs of its heavy-handed plot.",2000-01-01,2834,Simpatico
Jonathan Foreman,rotten,174204,New York Post,Simpatico pulls up lame way before the stretch.,2000-01-01,2834,Simpatico
Kevin Thomas,rotten,174204,Los Angeles Times,"Much effort and expertise have gone into the making of Simpatico, but, while it's entertaining, it's not as persuasive as it needs to be to succeed fully.",2000-01-01,2834,Simpatico
Lisa Schwarzbaum,rotten,174204,Entertainment Weekly,A movie hobbled by unwieldy visual ideas.,2000-01-01,2834,Simpatico
Stephen Holden,rotten,174204,New York Times,The movie is so careless about its horse-selling subplot that its melodramatic payoff feels cheap and abrupt.,2000-01-01,2834,Simpatico
Eleanor Ringel Cater,rotten,174204,Atlanta Journal-Constitution,Another example of when bad movies happen to good actors.,2000-01-01,2834,Simpatico
Geoff Pevere,rotten,174204,Toronto Star,"Simpatico never pulls together long enough to amount to much more than a series of prematurely aborted encounters, scenes from a movie sketched but unfinished.",2000-01-01,2834,Simpatico
Edward Guthmann,rotten,174204,San Francisco Chronicle,It's a confounding and unsatisfying film.,2000-01-01,2834,Simpatico
David Ansen,fresh,151568,Newsweek,"The notion of art as an organically evolving process is crucial to Leigh. Almost alone among directors, he creates his scripts in the rehearsal period through improvisations.",2018-03-06,2835,Topsy-Turvy
Deborah Young,fresh,151568,Variety,[A] beautifully crafted and lively romp around the 1880s stage world.,2008-06-17,2835,Topsy-Turvy
Trevor Johnston,fresh,151568,Time Out,"Leigh's cast are beyond compare, and the whole bighearted, splendidly droll celebration of the entertainer's lot surely stands among British cinema's one-of-a-kind treasures.",2006-02-09,2835,Topsy-Turvy
Jeff Millar,rotten,151568,Houston Chronicle,"If you are a Gilbert and Sullivan buff, you will be in heaven. If you are not, the first thing you will need to know is that the film is nearly three hours long.",2005-07-21,2835,Topsy-Turvy
Bob Graham,fresh,151568,San Francisco Chronicle,"The film is a delight and a surprise, all the more so since Leigh is associated with gritty working-class stories.",2002-06-18,2835,Topsy-Turvy
Rick Groen,fresh,151568,Globe and Mail,"Not your normal period piece, to be sure.",2002-03-22,2835,Topsy-Turvy
Peter Rainer,fresh,151568,New York Magazine/Vulture,"Though the film runs nearly three hours, it gets better as it goes along.",2000-01-01,2835,Topsy-Turvy
Richard Schickel,fresh,151568,TIME Magazine,"There is a sense of real, very Mike Leighish, life in this film that darkens and transforms it. And transfixes us.",2000-01-01,2835,Topsy-Turvy
Michael Atkinson,fresh,151568,Mr. Showbiz,"A consistently delightful, superbly timed, and impeccably staged wedge of British pop history.",2000-01-01,2835,Topsy-Turvy
Jack Mathews,fresh,151568,New York Daily News,"A hive of broad, brilliant performances.",2000-01-01,2835,Topsy-Turvy
James Berardinelli,fresh,151568,ReelViews,It is a well crafted and solidly entertaining effort that illustrates how expert filmmakers can expand their ranges while still producing movies that are worth seeing.,2000-01-01,2835,Topsy-Turvy
Lisa Schwarzbaum,fresh,151568,Entertainment Weekly,You're likely to be moved to tears.,2000-01-01,2835,Topsy-Turvy
Kenneth Turan,fresh,151568,Los Angeles Times,"The performances cut deeper than usual for costume films, and the actors once again seem to literally become who they're playing.",2000-01-01,2835,Topsy-Turvy
Janet Maslin,fresh,151568,New York Times,"One of those films that create a mix of erudition, pageantry and delectable acting opportunities, much as Shakespeare in Love did last year.",2000-01-01,2835,Topsy-Turvy
Matt Wolf,fresh,151568,Guardian,It's the booming-voiced Broadbent who anchors a potentially diffuse film.,2000-01-01,2835,Topsy-Turvy
J. Hoberman,fresh,151568,Village Voice,"The year's least likely, most infectious tour de force.",2000-01-01,2835,Topsy-Turvy
Steve Murray,fresh,151568,Atlanta Journal-Constitution,"Despite its draining length, it proves to be even better and richer on a second viewing.",2000-01-01,2835,Topsy-Turvy
Jonathan Foreman,fresh,151568,New York Post,"A charming, warm, witty movie, funny one minute and moving the next.",2000-01-01,2835,Topsy-Turvy
Paul D. Zimmerman,fresh,66892,Newsweek,"Nichols has broken thoroughly now with his stage beginnings, integrating camera and action easily, using space and silence with the fluency of a man at home behind a lens.",2020-02-12,2838,Carnal Knowledge
Variety Staff,fresh,66892,Variety,A rather superficial and limited probe of American male sexual hypocrisies.,2008-02-08,2838,Carnal Knowledge
Dave Kehr,rotten,66892,Chicago Reader,"The picture has its moments of chilling insight, though essentially it is one more quaint early-70s stab at an American art cinema that never materialized.",2008-02-08,2838,Carnal Knowledge
Tom Milne,rotten,66892,Time Out,This was never quite the major assault on sexism and male chauvinism it set itself up to be.,2006-02-09,2838,Carnal Knowledge
Roger Ebert,fresh,66892,Chicago Sun-Times,"Stays within the universe of its characters, and inhabits it totally. And within that universe, men and woman fail to find sexual and personal happiness because they can't break through their patterns of treating each other as objects.",2004-10-23,2838,Carnal Knowledge
Bosley Crowther,fresh,66892,New York Times,"In addition to being the toughest comedy since Little Murders, and the most imaginative comedy since Catch 22, Carnal Knowledge represents a nearly ideal collaboration of directorial and writing talents.",2003-05-20,2838,Carnal Knowledge
John Mahoney,fresh,64276,Hollywood Reporter,Easy Rider is very likely the clearest and most disturbing presentation of the angry estrangement of American youth to be brought to the screen.,2019-07-16,2839,Easy Rider
Charles Champlin,fresh,64276,Los Angeles Times,"Fonda and Hopper, it should by this time go without saying, give immense performances.",2013-03-04,2839,Easy Rider
Gene Moskowitz,fresh,64276,Variety,"None of the forced violence, lawlessness, rapist, gratuitous speed aspects of the motorbike clan in this perceptive film.",2007-06-26,2839,Easy Rider
Dave Kehr,rotten,64276,Chicago Reader,"The film may be a relic now, but it is a fascinating souvenir -- particularly in its narcissism and fatalism -- of how the hippie movement thought of itself.",2007-06-26,2839,Easy Rider
,rotten,64276,Time Out,[A] simplistic amalgam of travelogue and the zoom lens.,2006-01-26,2839,Easy Rider
Vincent Canby,rotten,64276,New York Times,"Hopper, Fonda and their friends went out into America looking for a movie and found instead a small, pious statement (upper case) about our society (upper case), which is sick (upper case). It's pretty but lower case cinema.",2003-05-20,2839,Easy Rider
Roger Ebert,fresh,64276,Chicago Sun-Times,"It plays today more as a period piece than as living cinema, but it captures so surely the tone and look of that moment in time.",2003-03-25,2839,Easy Rider
Paul Attanasio,rotten,87231,Washington Post,Thank heavens these spies come in from the cold -- it's frozen their brains.,2018-01-04,2840,The Falcon and the Snowman
Chris Peachment,rotten,87231,Time Out,"Hutton succumbs firstly to a thin role, and secondly to the film's lack of any strong viewpoint about its leading men. As usual Schlesinger is more than half in love with what he might be satirising.",2006-01-26,2840,The Falcon and the Snowman
Roger Ebert,fresh,87231,Chicago Sun-Times,"It is not a thriller in any routine sense of the word. It's just the meticulously observant record of how naivet, inexperience, misplaced idealism and greed led to one of the most peculiar cases of treason in American history.",2004-10-23,2840,The Falcon and the Snowman
Vincent Canby,fresh,87231,New York Times,"A very curious though effective entertainment, a scathing social satire in the form of an outrageously clumsy spy story told with a completely straight face.",2004-08-30,2840,The Falcon and the Snowman
,fresh,53226,Variety,"An adult, human picture.",2009-03-26,2841,Room at the Top
A.H. Weiler,fresh,53226,New York Times,"Basically cheerless and somber, but it has a strikingly effective view.",2003-05-20,2841,Room at the Top
Richard Schickel,rotten,146838,TIME Magazine,"Almost three hours of this jitter deteriorates from bravura filmmaking to annoying mannerism, and Any Given Sunday ends up less than the sum of its many, often interesting parts.",2008-08-22,2843,Any Given Sunday
Geoff Andrew,fresh,146838,Time Out,A meathead burlesque.,2006-06-24,2843,Any Given Sunday
Rick Groen,rotten,146838,Globe and Mail,Choc-a-bloc with manly blather about sacrifice and honour and rugged individuals pulling together for the greater glory of the team.,2002-03-19,2843,Any Given Sunday
Michael Wilmington,fresh,146838,Chicago Tribune,"One of the few football movies that really puts you in the action, conveying the ferocity and trauma of the game.",2000-01-01,2843,Any Given Sunday
Lou Lumenick,rotten,146838,New York Post,Probably the most predictable -- and blatantly commercial -- movie [Oliver Stone's] ever directed.,2000-01-01,2843,Any Given Sunday
J. Hoberman,rotten,146838,Village Voice,A visual concussion.,2000-01-01,2843,Any Given Sunday
Steven Rosen,rotten,146838,Denver Post,"Sunday is the latest example of this year's worst movie trend, in which hyperstylist directors attempt to force their way through flawed, poorly developed stories by 'showing their stuff.'",2000-01-01,2843,Any Given Sunday
Jeff Millar,rotten,146838,Houston Chronicle,Action largely undifferentiated.,2000-01-01,2843,Any Given Sunday
Jay Boyar,rotten,146838,Orlando Sentinel,Any Given Sunday has the dubious distinction of being the very first football picture to treat the audience like it's the football.,2000-01-01,2843,Any Given Sunday
Jack Mathews,rotten,146838,New York Daily News,The sensation we get from the blizzard of images and teeth-jarring sound effects is of having our head used as the football.,2000-01-01,2843,Any Given Sunday
Kenneth Turan,fresh,146838,Los Angeles Times,"Yes, it's that kind of a movie, and if you know what you're getting into, it's unlikely you'll be bored.",2000-01-01,2843,Any Given Sunday
Philip Wuntch,rotten,146838,Dallas Morning News,"Any Given Sunday makes a lot of noise, but to little effect.",2000-01-01,2843,Any Given Sunday
Glenn Lovell,rotten,146838,San Jose Mercury News,"Stone's latest isn't his worst, but it's still a mess.",2000-01-01,2843,Any Given Sunday
Stephen Hunter,fresh,146838,Washington Post,"Stone is at last in an arena where his penchant for overstatement is a virtue, not a defect.",2000-01-01,2843,Any Given Sunday
Tom Keogh,fresh,146838,Film.com,Most interesting are images of dangerous play as the players themselves see it.,2000-01-01,2843,Any Given Sunday
David Ansen,fresh,146838,Newsweek,[Stone's] most entertaining movie in years.,2000-01-01,2843,Any Given Sunday
Peter Stack,fresh,146838,San Francisco Chronicle,"Raucous, violent, in-your-face and occasionally advancing like a punch to the belly.",2000-01-01,2843,Any Given Sunday
Sean P. Means,fresh,146838,Film.com,"Big, bold, brash and occasionally brilliant.",2000-01-01,2843,Any Given Sunday
Jay Carr,fresh,146838,Boston Globe,There's no shortage of color and vigor in this pumped-up movie.,2000-01-01,2843,Any Given Sunday
Derek Adams,fresh,125664,Time Out,We're constantly kept guessing as to what's real or false. Intriguing.,2006-06-24,2844,Man on the Moon
Mick LaSalle,fresh,125664,San Francisco Chronicle,"As drama, it's a near miss. Yet as an introduction -- or a reminder -- of a singular talent, it has its appeal.",2002-06-18,2844,Man on the Moon
Rick Groen,rotten,125664,Globe and Mail,Superficially clever yet profoundly shallow.,2002-03-22,2844,Man on the Moon
Ben Falk,fresh,125664,BBC.com,Makes you unsure whether you have learned more (or absolutely nothing) about this mysterious and undoubtedly talented man.,2001-04-17,2844,Man on the Moon
Lou Lumenick,fresh,125664,New York Post,One of the year's most entertaining movies.,2000-01-01,2844,Man on the Moon
Philip Wuntch,fresh,125664,Dallas Morning News,Mesmerizing and entertaining.,2000-01-01,2844,Man on the Moon
David Ansen,fresh,125664,Newsweek,"Kaufman always wanted to keep us guessing, and this movie respects his wishes.",2000-01-01,2844,Man on the Moon
Edward Margulies,rotten,125664,Mr. Showbiz,"I figured that if anyone could make a flick about the even more objectionable Kaufman, these three were the guys for the job. I was wrong.",2000-01-01,2844,Man on the Moon
J. Hoberman,rotten,125664,Village Voice,The filmmakers don't even attempt to give Kaufman an inner life.,2000-01-01,2844,Man on the Moon
Todd McCarthy,rotten,125664,Variety,All the audience is left with is the impression of a thoroughly obnoxious man you'd never want to meet in real life.,2000-01-01,2844,Man on the Moon
Elizabeth Weitzman,rotten,125664,Film.com,"That's not a movie, it's a timeline.",2000-01-01,2844,Man on the Moon
Michael Wilmington,rotten,125664,Chicago Tribune,Uninspired and relatively clueless.,2000-01-01,2844,Man on the Moon
Hap Erstein,rotten,125664,Atlanta Journal-Constitution,Enormously underwritten and unfunny.,2000-01-01,2844,Man on the Moon
Kirk Honeycutt,rotten,125664,Hollywood Reporter,Ultimately disappoints because it doesn't share its subject's sense of the outrageous.,2000-01-01,2844,Man on the Moon
Steven Rosen,fresh,125664,Denver Post,Man on the Moon will be especially interesting for those who like a little TV history with their movies.,2000-01-01,2844,Man on the Moon
Stephen Hunter,rotten,125664,Washington Post,This is less a story than a series of exhibits.,2000-01-01,2844,Man on the Moon
Jay Carr,rotten,125664,Boston Globe,The big problem with Man on the Moon is that it settles for being a thing of surfaces.,2000-01-01,2844,Man on the Moon
Candace Murphy,rotten,125664,San Jose Mercury News,Go get your wallet. Right now. I'll wait. Got it? OK. Open it up. Take out $8. Now go to the nearest toilet. Drop the cash into the bowl. Flush. Congratulations. You have just simulated attending Man on the Moon.,2000-01-01,2844,Man on the Moon
Kevin Maynard,rotten,125664,Mr. Showbiz,A strange trip but a far from satisfying one.,2000-01-01,2844,Man on the Moon
Jeff Millar,rotten,125664,Houston Chronicle,The problem with this film is that the filmmakers want Kaufman to emerge as a kind of innocent while their biographical due diligence indicates that Kaufman was a head case.,2000-01-01,2844,Man on the Moon
David Germain,fresh,134119,Associated Press,"The sumptuous production, eclectic score, grand performances and engrossing moments of suspense make Ripley one the year's finer offerings.",2019-02-21,2845,The Talented Mr. Ripley
David Ansen,fresh,134119,Newsweek,"Minghella puts us inside Ripley's head, inviting us to share his envy and giddy excitement even as we recognize his warped need to be someone he's not.",2018-02-16,2845,The Talented Mr. Ripley
Jonathan Rosenbaum,rotten,134119,Chicago Reader,"Familiarity is the watchword of this overblown opus, which neglects holes in the plot to play up its postmodern theme of identity as pastiche -- a clear case of the pot calling the kettle black.",2008-03-18,2845,The Talented Mr. Ripley
Andrew Sarris,fresh,134119,Observer,"On balance, The Talented Mr. Ripley is worth seeing more for its undeniably delightful journey than its final destination.",2007-04-27,2845,The Talented Mr. Ripley
Geoff Andrew,fresh,134119,Time Out,"Not only is it an elegantly polished affair, with top notch performances all round, and magnificent camerawork and editing, it's also acutely aware of how class, money and sex shape desire and resentment.",2006-06-24,2845,The Talented Mr. Ripley
Peter Rainer,fresh,134119,New York Magazine/Vulture,"It's a gorgeously unsettling film. You can hide in the shadows, but luminescence exposes who you are, and the only escape is into another identity.",2004-08-07,2845,The Talented Mr. Ripley
Stella Papamichael,fresh,134119,BBC.com,"In a starry line-up it's Jude Law who commands most presence, playing the charmer so well that his absence in the latter half leaves a gaping void.",2003-05-20,2845,The Talented Mr. Ripley
Rick Groen,fresh,134119,Globe and Mail,"Even before its release, The Talented Mr. Ripley has attracted some mighty serious analytic attention.",2003-04-25,2845,The Talented Mr. Ripley
Bob Graham,fresh,134119,San Francisco Chronicle,"If anybody can create sympathy for the devil, the angelic Matt Damon can.",2002-06-18,2845,The Talented Mr. Ripley
Glenn Lovell,fresh,134119,San Jose Mercury News,"The kind of sophisticated, old-fashioned thriller Hollywood doesn't get around to much anymore.",2000-01-01,2845,The Talented Mr. Ripley
Todd McCarthy,fresh,134119,Variety,Performances are aces top to bottom.,2000-01-01,2845,The Talented Mr. Ripley
Steven Rosen,fresh,134119,Denver Post,"He [Anthony Minghella] is aided by the intensely bright cinematography of John Seale, a score by Gabriel Yared that mixes hot jazz with classical, and the bold and lively retro-chic costumes of Ann Roth and Gary Jones.",2000-01-01,2845,The Talented Mr. Ripley
Jay Boyar,fresh,134119,Orlando Sentinel,Brilliantly unsettling.,2000-01-01,2845,The Talented Mr. Ripley
Steve Murray,fresh,134119,Atlanta Journal-Constitution,"It's an Italian feast, spiked with just enough arsenic to make the flavors interesting and dangerous.",2000-01-01,2845,The Talented Mr. Ripley
Desson Thomson,rotten,134119,Washington Post,"In terms of psychological profundity, it isn't one millimeter deep.",2000-01-01,2845,The Talented Mr. Ripley
Paul Clinton (CNN.com),fresh,134119,CNN.com,"The Talented Mr. Ripley loses a bit of its steam toward the end, but Minghella has still delivered an extremely provocative and well-made film.",2000-01-01,2845,The Talented Mr. Ripley
Charles Taylor,rotten,134119,Salon.com,"Minghella isn't going back to the modest style and the organic emotion of Truly, Madly, Deeply, his first and still his best film.",2000-01-01,2845,The Talented Mr. Ripley
Gene Seymour,rotten,195945,Newsday,"If there were any justice, Next Friday would be the last Friday. Somehow, I fear the first weekend grosses will make that unlikely.",2000-01-01,2846,Next Friday
Tom Keogh,fresh,195945,Film.com,"Next Friday will eventually be remembered as a disposable farce, but one that leaves a happy memory.",2000-01-01,2846,Next Friday
Robert Dominguez,rotten,195945,New York Daily News,"Another plotless, pothead comedy.",2000-01-01,2846,Next Friday
Al Brumley,rotten,195945,Dallas Morning News,It delivers the same brand of cheap laughs.,2000-01-01,2846,Next Friday
Ernest Hardy,rotten,195945,Film.com,Next Friday is a truly awful film.,2000-01-01,2846,Next Friday
Terry Lawson,rotten,195945,Detroit Free Press,"If the first film was such stoned, dumb fun it felt illegal, Next Friday reminds us of the dangers in returning to the scene of the crime.",2000-01-01,2846,Next Friday
Kevin Maynard,rotten,195945,Mr. Showbiz,Next Friday's a chronic snore.,2000-01-01,2846,Next Friday
Gary Dauphin,rotten,195945,Village Voice,Isn't quite the picture its predecessor was.,2000-01-01,2846,Next Friday
Susan Wloszczyna,rotten,195945,USA Today,Most of the humor is about as fresh as the air left behind whenever Witherspoon uses a toilet.,2000-01-01,2846,Next Friday
Joe Leydon,rotten,195945,Variety,The pic is too larky and goofy to come across as mean-spirited.,2000-01-01,2846,Next Friday
Roger Moore,rotten,195945,Orlando Sentinel,"Cube walks through this picture in an unconnected, unfunny daze, torching what is obviously a great talent in pursuit of cheap laughs and big box office.",2000-01-01,2846,Next Friday
